,Method,m,n,p,Coverage,MCS Size,FPR,Failures
89,2020,10,2000,0.2,0.95941,2.73304,0.09670375,0
90,2020,50,20,0.05,0.99986,23.63273,0.43899723404264207,0
91,2020,50,20,0.1,0.9996,24.35654,0.43015466666710084,0
92,2020,50,20,0.2,0.99696,27.20162,0.4301195000000008,0
93,2020,50,200,0.05,0.97505,6.80576,0.08162425531917931,0
94,2020,50,200,0.1,0.96249,8.6624,0.08247199999996563,0
95,2020,50,200,0.2,0.94713,13.69507,0.0940960000000484,0
96,2020,50,2000,0.05,0.95424,3.71245,0.016370212765949445,0
97,2020,50,2000,0.1,0.94946,5.73918,0.01792155555553559,0
98,2020,50,2000,0.2,0.94101,10.81634,0.02244325000002805,0
99,2020,250,20,0.05,0.99332,29.37794,0.06913464135019219,0
100,2020,250,20,0.1,0.96851,39.56938,0.06490639999996602,0
101,2020,250,20,0.2,0.89471,63.29856,0.0671518999999756,0
102,2020,250,200,0.05,0.94326,19.63276,0.0282964135021096,0
103,2020,250,200,0.1,0.95007,31.86055,0.030772088888875827,0
104,2020,250,200,0.2,0.98336,57.40289,0.03711180000004142,0
105,2020,250,2000,0.05,0.9394,13.86522,0.00399983122363428,0
106,2020,250,2000,0.1,0.9379,26.00573,0.004858577777777741,0
107,2020,250,2000,0.2,0.9406,51.22372,0.006555799999995188,0
